TargetName	S1	S2	S3	S4
CSKMT	13	31	24	26
CSMD1	11	16	29	15
CSMD2	30	60	205	33
CSMD3	13	18	27	13
CSN1S1	13	24	19	9
CSN3	10	9	12	16
CSNK1A1	89	112	129	77
CSNK1A1L	20	32	8	21
CSNK1D	45	52	98	63
CSNK1G1	49	42	59	43
CSNK1G2	58	59	71	46
CSNK1G3	61	61	62	36
CSNK2A3,CSNK2A1	95	104	145	111
CSNK2B	113	137	93	123
CSNKA2IP	17	26	10	13
CSPG5	78	79	114	63
CSPP1	38	38	53	32
CSRNP1	15	23	15	12
CSRNP2	60	101	118	69
CSRNP3	51	78	167	26
CSRP1	39	46	24	28
CSRP2	69	151	165	158
CSRP3	15	35	20	38
CST11	14	25	25	11
CST3	180	68	62	64
CST5	38	73	60	29
CST6	13	22	14	18
CST7	13	28	17	17
CST8	17	26	17	21
CST9	14	38	21	18
CST9L	8	17	17	12
CSTA	13	33	13	14
CSTB	89	128	84	86
CSTF1	41	63	34	43
CSTF2	15	35	22	22
CSTF2T	38	40	55	31
CSTF3	105	168	173	147
CSTL1	15	30	17	13
CT45A1,CT45A10,CT45A5,CT45A3,CT45A8,CT45A2,CT45A7,CT45A6,CT45A9	28	46	38	14
CT47A6,CT47A9,CT47A11,CT47A10,CT47A2,CT47A7,CT47A8,CT47A5,CT47A1,CT47A4,CT47A3,CT47A12	18	32	21	14
CT47B1	14	26	29	22
CT55	7	18	12	8
CT62	16	13	6	7
CT83	13	23	12	9
CTAG1A,CTAG1B	7	18	8	11
CTAG2	8	21	24	17
CTAGE1	18	15	15	10
CTAGE6,CTAGE8,LOC112268382,CTAGE15,CTAGE4,CTAGE9	48	50	26	41
CTBP1	86	96	117	92
CTBP2	128	144	68	102
CTBS	17	24	25	18
CTC1	31	29	38	25
CTCF	59	58	86	56
CTCFL	5	23	18	11
CTDNEP1	107	172	175	93
CTDP1	20	29	46	15
CTDSP1	34	37	24	26
CTDSP2	104	115	60	119
CTDSPL	11	31	30	24
CTDSPL2	60	62	53	45
CTF1	9	20	10	13
CTH	30	26	27	20
CTHRC1	14	17	19	10
CTIF	23	45	90	37
CTLA4	17	21	12	17
CTNNA1	128	183	77	116
CTNNA2	84	70	107	28
CTNNA3	11	20	16	15
CTNNAL1	30	38	23	27
CTNNB1	204	181	149	227
CTNNBIP1	54	59	79	71
CTNNBL1	53	65	60	54
CTNND1	95	73	32	81
CTNND2	70	96	167	65
CTNS	16	69	31	20
CTPS1	3	6	1	1
CTPS2	53	57	43	53
CTR9	33	47	37	33
CTRB1	10	37	25	13
CTRB2	5	8	8	8
CTRC	16	33	20	17
CTRL	23	34	36	21
CTSA	21	30	29	22
CTSB	46	72	76	45
CTSC	12	18	16	9
CTSD	120	154	101	124
CTSE	48	94	58	42
CTSF	39	63	54	43
CTSG	9	10	17	5
CTSH	18	16	12	16
CTSK	18	22	17	25
CTSL	30	21	36	20
CTSO	10	15	14	10
CTSS	8	13	13	13
CTSV	12	13	11	14
CTSW	8	17	10	10
CTSZ	21	22	11	19
CTTN	96	105	83	76
CTTNBP2	31	45	90	52
CTTNBP2NL	41	60	83	37
CTU1	23	44	32	36
CTU2	17	14	27	21
CTXN1	36	45	84	42
CTXN2	11	26	21	17
CTXN3	13	18	15	17
CTXND1	20	33	21	25
CTXND2	14	17	13	14
CUBN	18	27	23	10
CUEDC1	30	40	47	39
CUEDC2	49	63	54	48
CUL1	71	111	112	99
CUL2	34	53	52	39
CUL3	53	95	79	65
CUL4A	65	78	55	43
CUL4B	56	53	64	65
CUL5	48	68	57	42
CUL7	27	45	60	30
CUL9	21	35	39	34
CUTA	129	150	183	135
CUTC	17	26	23	17
CUX2	32	69	68	75
CUZD1,FAM24B-CUZD1	18	22	10	17
CWC15	40	65	45	53
CWC22	41	47	57	41
CWC25	29	57	43	46
CWC27	65	64	45	55
CWF19L1	48	53	42	40
CWF19L2	38	57	45	37
CWH43	25	26	15	14
CX3CL1	21	27	25	20
CX3CR1	10	16	7	10
CXADR,CXADRP2	47	102	329	72
CXCL1	8	21	15	15
CXCL10	20	32	18	15
CXCL11	12	29	20	18
CXCL12	19	48	24	27
CXCL13	18	22	14	16
CXCL14	14	23	24	17
CXCL16	6	16	15	9
CXCL17	13	32	19	13
CXCL2	18	25	19	14
CXCL3	5	7	6	4
CXCL5	9	35	15	16
CXCL6	17	29	15	17
CXCL8	21	34	21	22
CXCL9	8	27	18	17
CXCR1	19	34	14	12
CXCR2	33	35	32	24
CXCR3	6	5	6	3
CXCR4,LOC112268426	181	326	110	113
CXCR6	11	18	11	13
CXorf21	15	13	15	9
CXorf38	27	40	21	14
CXorf40B,CXorf40A	18	53	42	29
CXorf56	31	38	34	18
CXorf58	10	26	16	10
CXorf65	19	31	18	20
CXorf66	14	21	12	5
CXXC1	31	48	29	50
CXXC4	40	69	302	46
CXXC5	69	77	23	57
CYB561	47	71	92	48
CYB561A3	21	30	33	25
CYB561D1	21	34	42	35
CYB561D2	14	22	14	13
CYB5A	46	38	31	33
CYB5B	51	61	71	44
CYB5D2	31	41	56	28
CYB5R1	15	27	29	22
CYB5R2	12	16	25	12
CYB5R3	51	80	68	61
CYB5R4	32	26	24	24
CYB5RL	18	26	13	19
CYBA	17	27	15	9
CYBB	17	27	25	17
CYBC1	14	23	19	8
CYBRD1	43	37	21	27
CYCS	13	25	27	17
CYFIP2	71	108	129	69
CYGB	20	27	28	27
CYHR1	35	41	35	29
CYLC1	10	37	15	14
CYLC2	8	11	9	6
CYLD	29	29	32	23
CYP11A1	18	40	22	22
CYP11B1	23	20	18	26
CYP11B2	16	33	16	20
CYP17A1	10	36	26	25
CYP19A1	14	32	15	20
CYP1A1	11	25	8	20
CYP1A2	12	24	26	16
CYP1B1	31	51	26	36
CYP20A1	34	36	23	30
CYP21A2,CYP21A1P	5	16	18	15
CYP24A1	8	20	13	18
CYP26A1	14	27	40	14
CYP26B1	15	20	20	15
CYP26C1	12	20	11	6
CYP27A1	18	19	19	22
CYP27B1	19	35	24	23
CYP27C1	32	29	25	27
CYP2A7,CYP2A13,CYP2A6	95	119	130	152
CYP2B6	9	26	14	15
CYP2C18	14	24	15	18
CYP2C19	13	31	9	14
CYP2C8	11	26	29	7
CYP2C9	18	27	14	19
CYP2D7	20	38	18	27
CYP2E1	20	24	46	22
CYP2F1	16	32	25	19
CYP2J2	20	31	17	22
CYP2R1	22	50	44	41
CYP2S1	10	21	9	14
CYP2U1	6	7	14	8
CYP2W1	36	36	33	40
CYP39A1	14	25	13	17
CYP3A4	14	33	19	27
CYP3A43	19	30	16	12
CYP3A5	23	22	27	26
CYP3A7-CYP3A51P,CYP3A7	15	22	15	10
CYP46A1	18	31	39	25
CYP4A11,CYP4A22	24	28	18	18
CYP4B1	16	42	23	15
CYP4F11	16	40	21	17
CYP4F2	18	30	13	12
CYP4F22	13	19	15	12
CYP4F24P,CYP4F12	26	26	15	15
CYP4F3	23	27	23	31
CYP4F8	14	27	19	17
CYP4V2	14	15	18	19
CYP4X1	20	28	58	14
CYP4Z1	41	32	41	23
CYP51A1	93	122	204	112
CYP7A1	34	30	16	14
CYP7B1	21	23	31	13
CYP8B1	18	17	10	23
CYREN	33	44	19	26
CYS1	43	62	53	39
CYSLTR1	11	16	18	9
CYSLTR2	15	30	21	19
CYSRT1	21	47	37	24
CYSTM1	21	27	27	21
CYTH1	23	43	32	36
CYTH2	63	108	107	108
CYTH3	35	50	54	31
CYTH4	18	36	20	22
CYTIP	22	35	20	13
CYTL1	9	15	26	11
CYYR1	14	22	16	16
CZIB	63	83	62	47
D2HGDH	32	54	36	44
DAAM1	68	113	181	86
DAAM2	31	41	30	20
DAB1	23	38	196	39
DAB2	12	17	30	10
DAB2IP	19	40	33	29
DACH1	32	76	14	58
DACH2	22	26	23	14
DACT1	48	121	428	66
DACT2	9	15	14	13
DACT3	13	28	56	20
DAD1	85	81	71	66
DAG1	46	62	53	31
DAGLA	17	28	42	32
DAGLB	42	56	49	45
DALRD3	36	36	54	33
DAND5	15	25	9	12
DAO	32	62	46	33
DAOA	17	28	24	19
DAP	39	64	36	61
DAP3	33	48	48	42
DAPK1	96	104	58	42
DAPK2	9	24	18	14
DAPK3	37	58	45	25
DAPL1	11	14	13	14
DAPP1	11	12	13	6
DARS1	86	85	91	70
DARS2	25	38	21	31
DAW1	21	24	18	15
DAXX	37	50	42	27
DAZ1,DAZ3,DAZ4,DAZ2	15	18	20	16
DAZAP1	84	109	87	86
DAZAP2	66	83	48	70
DAZL	9	11	16	5
DBF4	28	33	29	38
DBF4B	35	45	32	35
DBH	12	32	17	17
DBI	137	108	67	122
DBN1	148	184	213	173
DBNDD1	18	22	65	29
DBNDD2,SYS1-DBNDD2	52	62	57	40
DBP	14	18	20	10
DBR1	31	29	36	29
DBT	38	65	48	34
DBX1	10	21	12	10
DBX2	17	27	36	14
DCAF1,RBM15B	32	44	27	33
DCAF10	40	72	60	43
DCAF11	9	20	18	9
DCAF12	37	46	48	41
DCAF12L1	9	14	7	10
DCAF12L2	24	29	36	26
DCAF13	30	51	41	49
DCAF15	24	42	44	41
DCAF16	103	107	81	107
DCAF17	31	42	51	36
DCAF4	11	25	27	22
DCAF4L1	9	21	16	13
DCAF4L2	14	11	18	15
DCAF5	42	60	41	37
DCAF6	43	44	56	40
DCAF7	38	67	41	45
DCAF8	59	67	40	73
DCAF8L1	11	24	18	15
DCAF8L2	137	139	113	109
DCAKD	51	40	65	43
DCANP1,TIFAB	15	26	13	19
DCBLD1	17	24	21	32
DCBLD2	60	74	63	49
DCC	9	11	26	11
DCD	10	18	14	17
DCDC1	9	14	9	14
DCDC2	14	19	13	16
DCDC2B	18	21	13	8
DCDC2C	13	30	19	19
DCHS1	118	146	113	137
DCHS2	19	26	17	12
DCK	77	88	85	43
DCLK1	104	155	377	76
DCLK2	246	215	108	105
DCLK3	11	24	28	20
DCLRE1A	23	32	20	28
DCLRE1B	10	24	19	15
DCLRE1C	20	32	12	22
DCN	31	70	57	42
DCP1A	39	57	23	29
DCP1B	22	28	14	13
DCP2	96	100	116	99
DCPS	33	43	35	14
DCST1	11	36	19	23
DCST2	17	33	22	19
DCSTAMP	3	19	17	15
DCT	13	32	22	16
DCTD	28	28	30	23
DCTN1	49	63	110	36
DCTN2	93	120	154	120
DCTN3	20	42	32	32
DCTN4	55	48	72	47
DCTN5	85	101	132	80
DCTN6	49	76	63	49
DCTPP1	47	69	60	55
DCUN1D1	55	51	70	73
DCUN1D2	24	39	33	31
DCUN1D3	16	28	25	32
DCUN1D4	32	53	50	36
DCUN1D5	41	47	63	37
DCX	689	1095	987	529
DCXR	45	35	26	34
DDA1	15	34	23	32
DDAH1	73	110	28	114
DDAH2	89	152	90	210
DDB1	146	151	136	121
DDB2	24	33	34	25
DDC	22	30	16	20
DDHD1	30	35	47	34
DDHD2	31	45	31	35
DDI1	14	19	19	12
DDI2	24	37	40	25
DDIAS	23	29	18	21
DDIT3	16	39	17	25
DDIT4	18	32	9	7
DDIT4L	24	22	13	13
DDN	16	23	12	22
DDO	24	37	18	9
DDOST	80	97	135	86
DDR1	144	118	120	93
DDR2	22	31	14	14
DDRGK1	57	72	116	75
DDT	30	41	44	43
DDTL	22	28	11	16
DDX1	81	67	75	60
DDX10	19	30	36	30
DDX17	498	598	397	548
DDX18	62	107	83	56
DDX19A	30	26	34	26
DDX19B	31	40	30	32
DDX20	40	53	54	52
DDX21	34	35	45	37
DDX23	23	40	41	39
DDX24	41	53	86	54
DDX25	20	36	55	21
DDX27	28	37	38	33
DDX28	17	19	26	16
DDX31	31	37	32	27
DDX39A	45	37	35	35
DDX39B,ATP6V1G2-DDX39B	174	166	143	121
DDX3X	142	112	117	101
DDX3Y	14	19	22	64
DDX41	25	34	41	38
DDX42	88	81	81	68
DDX43	20	21	26	20
DDX46	69	85	104	89
DDX47	48	87	42	56
DDX49	8	20	13	11
DDX5	381	377	545	376
DDX50	83	102	82	91
DDX51	23	52	47	32
DDX52	33	45	35	32
DDX53	5	6	11	5
DDX54	16	21	21	11
DDX55	43	72	37	49
DDX56	12	14	17	27
DDX58	24	29	19	19
DDX59	27	33	20	28
DDX6	242	283	210	202
DDX60	34	63	32	29
DDX60L	7	20	14	10
DEAF1	47	73	118	51
DECR1	32	49	11	32
DECR2	18	67	27	13
DEDD	31	53	49	46
DEDD2	36	29	35	34
DEF6	19	37	34	28
DEF8	68	82	105	65
DEFA3,DEFA1B,DEFA1	28	169	29	29
DEFA4	44	82	59	59
DEFA5	17	29	13	13
DEFA6	14	22	17	13
DEFB1	13	26	15	11
DEFB103A,DEFB103B	15	49	23	25
DEFB104A,DEFB104B	16	18	16	14
DEFB105B,DEFB105A	20	26	16	22
DEFB106A,DEFB106B	17	22	21	15
DEFB107A,DEFB107B	13	27	19	9
DEFB108B,LOC112268386	23	26	19	16
DEFB110	9	15	12	15
DEFB112	12	18	15	14
DEFB113	12	19	29	19
DEFB114	21	15	9	13
DEFB115	12	28	16	10
DEFB116	12	25	20	19
DEFB118	13	25	18	11
DEFB119	16	38	19	17
DEFB121	15	26	13	8
DEFB123	12	20	10	10
DEFB124	9	21	9	12
DEFB125	12	18	15	14
DEFB126	9	27	16	14
DEFB127	12	24	18	13
DEFB128	13	20	19	14
DEFB129	15	28	23	15
DEFB130B,DEFB130A	26	31	13	20
DEFB131B,DEFB131A,LOC105379245	25	40	21	17
DEFB132	6	24	19	19
DEFB133	17	19	17	6
DEFB134	20	33	22	28
DEFB135	15	17	10	7
DEFB136	14	39	17	17
DEFB4B,DEFB4A	11	29	21	14
DEGS1	42	56	61	34
DEGS2	20	46	20	20
DEK	182	201	127	210
del,IKZF1	14	18	18	19
DELE1	61	73	56	67
DENND10,FAM45A,DENND10P1	30	49	36	27
DENND1A	40	59	81	48
DENND1B	36	43	38	42
DENND1C	18	30	20	21
DENND2A	32	63	35	41
DENND2B,ST5	27	35	15	38
DENND2C	18	23	29	12
DENND2D	10	20	14	8
DENND3	17	44	35	14
DENND4A	29	42	39	13
DENND4B	34	54	53	42
DENND5A	82	92	71	71
DENND5B	50	77	62	40
DENND6A	54	48	35	39
DENND6B	55	45	77	38
DENR	33	50	64	33
DEPDC1	34	20	12	20
DEPDC1B	37	23	21	30
DEPDC4	9	28	12	16
DEPDC5	33	58	27	40
DEPDC7	20	38	17	23
DEPP1	15	59	28	33
DEPTOR	20	22	26	23
DERA	32	56	18	27
DERL1	63	76	104	41
DERL2	37	36	21	21
DERL3	25	24	32	37
DES	8	30	16	12
DESI1	32	52	68	39
DESI2	30	29	28	20
DET1	27	45	28	36
DEUP1	4	13	5	11
DFFA	45	52	38	49
DFFB	19	19	28	28
DGAT1	39	35	62	26
DGAT2	11	25	21	16
DGAT2L6	18	30	15	11
DGCR2	80	79	95	74
DGCR6L,LOC102724770,DGCR6	37	47	44	58
DGCR8	72	81	76	58
DGKA	9	32	26	17
DGKB	28	33	23	30
DGKD	44	36	46	36
DGKE	23	31	47	20
DGKG	12	28	20	12
DGKH	18	26	35	24
DGKI	16	44	69	26
DGKK	16	24	20	31
DGKQ	22	16	21	16
DGKZ	30	27	31	17
DGLUCY	23	22	29	11
DGUOK	27	43	53	28
DHCR24	37	33	90	64
DHCR7	17	28	41	15
DHDDS	19	30	24	20
DHDH	19	22	17	11
DHFR	2897	3430	2165	2684
DHFR2	17	30	25	15
DHH	11	19	17	17
DHODH	15	17	9	15
DHPS	114	207	201	134
DHRS1	19	25	27	24
DHRS11	30	39	28	30
DHRS12	30	29	25	26
DHRS13	32	40	52	35
DHRS2	15	25	22	16
DHRS3	51	41	16	20
DHRS4,DHRS4L1,DHRS4L2	45	38	43	32
DHRS7	42	67	37	32
DHRS7B	37	41	28	34
DHRS7C	12	24	12	10
DHRS9	13	15	15	15
DHRSX	37	40	33	38
DHTKD1	14	19	17	17
DHX15	133	120	94	86
DHX16	31	34	27	36
DHX29	16	16	22	15
DHX30	43	81	48	54
DHX32	18	26	15	10
DHX33	26	54	48	32
DHX34	33	54	41	32
DHX35	42	43	33	38
DHX36	67	71	59	53
DHX37	18	38	36	17
DHX38	41	63	53	52
DHX40	80	89	64	62
DHX57	32	43	62	35
DHX58	17	16	12	20
DHX8	27	54	44	22
DHX9	186	127	121	118
DIAPH1	35	31	39	32
DIAPH2	22	32	39	26
DIAPH3	42	37	18	42
DICER1	47	66	78	56
DIDO1	77	88	60	79
DIMT1	24	32	29	24
DIO1	17	29	36	35
DIO2	34	22	21	27
DIO3	9	29	19	17
DIP2A	71	52	74	50
DIP2B	53	66	51	53
DIP2C	52	60	96	52
DIPK1A	16	23	22	7
DIPK1B	19	42	59	36
DIPK1C	36	51	17	38
DIPK2A	25	31	50	29
DIPK2B	12	17	13	10
DIRAS1	24	34	39	23
DIRAS2	22	25	37	20
DIRAS3	13	24	20	11
DIRC1	11	25	13	10
DIS3	31	48	43	35
DIS3L	29	37	36	35
DIS3L2	33	34	26	25
DISP1	27	26	33	21
DISP2	22	27	30	10
DISP3	33	93	54	152
DIXDC1	14	36	51	29
DKC1	26	49	32	33
DKK1	38	53	27	38
DKK2	11	23	15	10
DKK3	71	94	172	121
DKK4	21	17	22	14
DKKL1	19	34	18	26
DLAT	83	84	80	71
DLC1	7	19	24	10
DLD	59	64	73	39
DLEC1	26	38	26	14
DLEU7	22	29	39	19
DLG1	29	36	43	34
DLG3	47	70	108	62
DLG4	54	98	215	69
DLG5	94	113	99	103
DLGAP1	39	72	98	56
DLGAP2	14	28	37	17
DLGAP3	18	37	41	15
DLGAP4	115	162	190	124
DLGAP5	32	23	9	21
DLK1	12	18	21	16
DLK2	22	11	43	20
DLL1	111	44	20	50
DLL3	84	73	88	81
DLL4	8	11	14	15
DLST	121	145	124	93
DLX1	406	313	194	182
DLX2	454	261	28	65
DLX3	16	26	16	22
DLX4	46	34	42	33
DLX5	201	130	15	33
DLX6	75	74	24	22
DMAC1	56	65	71	63
DMAC2	45	55	48	49
DMAC2L	22	42	41	32
DMAP1	40	42	55	45
DMBT1	15	18	21	10
DMBX1	7	21	30	13
DMC1	17	25	24	24
DMD	35	32	30	26
DMGDH	11	27	16	17
DMKN	12	27	22	17
DMP1	9	18	18	7
DMPK	25	39	36	32
DMRT1	23	25	15	22
DMRT2	17	35	18	26
DMRT3	21	27	27	12
DMRTA1	14	17	19	19
DMRTA2	26	39	19	42
DMRTB1	13	24	25	13
DMRTC1,DMRTC1B	28	33	26	14
DMRTC2	24	24	39	12
DMTF1	88	109	113	78
DMTN	7	10	44	4
DMWD	44	47	62	45
DMXL1	41	54	39	27
DMXL2	66	102	71	53
DNA2	51	23	30	21
DNAAF1,TAF1C	22	25	30	29
DNAAF2	27	33	29	20
DNAAF3	11	17	17	10
DNAAF4	29	18	27	20
DNAAF5	37	50	32	33
DNAH1	21	43	24	20
DNAH10	11	33	21	10
DNAH11	16	18	13	21
DNAH12	17	20	20	21
DNAH14	6	18	13	10
DNAH17	11	27	17	11
DNAH2	20	16	22	11
DNAH3	17	16	14	28
DNAH5	12	14	21	9
DNAH6	10	12	12	8
DNAH7	10	19	9	6
DNAH8	14	20	22	20
DNAH9	14	11	6	13
DNAI1	21	39	14	20
DNAI2	15	20	18	18
DNAJA2	43	62	70	39
DNAJA3	22	30	28	26
DNAJA4	16	35	80	25
DNAJB1	62	46	46	23
DNAJB11	41	29	30	23
DNAJB12	21	62	43	27
DNAJB13	20	23	10	13
DNAJB14	42	52	65	33
DNAJB2	101	91	134	75
DNAJB4	41	46	57	34
DNAJB5	24	46	73	43
DNAJB6	128	128	138	95
DNAJB7	14	17	15	11
DNAJB8	12	11	7	12
DNAJB9	32	37	37	23
DNAJC1	32	57	43	55
DNAJC10	21	31	25	19
DNAJC11	38	50	52	53
DNAJC12	15	29	27	23
DNAJC13	47	59	36	43
DNAJC14	44	61	47	40
DNAJC15	35	50	51	17
DNAJC16	36	33	35	19
DNAJC17,GCHFR	18	22	14	14
DNAJC18	14	32	36	28
DNAJC19	32	49	42	24
DNAJC2	27	18	25	14
DNAJC21	27	28	26	27
DNAJC22	20	23	13	18
DNAJC24	11	13	13	9
DNAJC25	21	25	34	16
DNAJC25-GNG10,GNG10	88	87	82	77
DNAJC27	17	32	20	17
DNAJC28	21	33	25	27
DNAJC3	35	28	24	40
DNAJC30	34	32	37	33
DNAJC4	34	65	39	51
DNAJC5	16	39	58	49
DNAJC5B	12	11	21	11
DNAJC5G	10	26	8	10
DNAJC6	24	35	132	20
DNAJC7	44	47	48	27
DNAJC8	85	91	83	91
DNAJC9	87	82	68	61
DNAL1	30	41	40	39
DNAL4	38	36	40	38
DNALI1	41	39	47	43
DNASE1	20	34	31	29
DNASE1L1	13	33	19	15
DNASE1L2	19	14	19	12
DNASE1L3	18	24	23	12
DNASE2	13	11	12	15
DNASE2B	8	17	11	14
DNER	74	66	219	75
DNHD1	33	50	52	30
DNLZ	18	46	36	19
DNM1	33	54	151	62
DNM1L	65	80	81	60
DNM2	58	89	57	82
DNM3	48	96	334	44
DNMBP	33	35	24	43
DNMT1	42	20	36	27
DNMT3A	82	79	50	84
DNMT3B	19	30	15	24
DNMT3L	10	18	22	20
DNPH1	30	35	26	22
DNTT	17	36	17	24
DNTTIP1	36	34	32	22
DNTTIP2	29	60	46	28
DOC2A	3	4	20	7
DOC2B	20	34	34	22
DOCK1	37	31	12	19
DOCK10	11	23	25	14
DOCK11	48	65	23	34
DOCK2	8	28	11	10
DOCK3	14	26	55	24
DOCK4	15	32	47	36
DOCK5	16	31	23	14
DOCK6	13	17	19	14
DOCK7	163	175	145	142
DOCK9	26	40	204	17
DOHH	27	31	20	24
DOK1	11	6	15	13
DOK2	13	23	23	13
DOK3	23	41	39	34
DOK4	15	31	46	17
DOK5	40	72	368	59
DOK6	20	41	64	91
DOK7	14	25	15	19
DOLK	18	33	23	27
DOLPP1	18	38	38	33
DONSON	31	31	40	30
DOP1A	30	45	35	26
DOP1B	30	38	63	35
DOT1L	60	50	43	44
DPAGT1	26	31	29	36
DPCD	13	19	26	5
DPEP1	17	36	21	19
DPEP2	12	15	13	26
DPEP2NB	16	17	15	22
DPEP3	14	25	21	22
DPF1	17	18	54	15
DPF2	53	76	53	49
DPF3	9	13	12	12
DPH1	17	28	37	16
DPH2	19	26	21	14
DPH3	27	31	28	17
DPH5	36	47	36	38
DPH6	22	32	26	15
DPH7	38	45	34	30
DPM1	29	53	39	31
DPM2	40	30	39	29
DPM3	41	29	32	31
DPP10	22	40	73	25
DPP3	11	14	16	11
DPP4	12	28	27	19
DPP6	14	39	120	25
DPP7	26	38	27	34
DPP8	39	66	52	46
DPP9	16	32	24	19
DPPA2	21	28	19	17
DPPA3	16	29	13	20
DPPA4	18	23	17	16
DPPA5	17	29	23	28
DPT	27	33	30	31
DPY19L1	39	90	35	89
DPY19L2P2,DPY19L2,DPY19L2P1	47	57	55	27
DPY19L3	56	65	49	62
DPY19L4	15	16	18	12
DPY30	51	77	78	61
DPYD	19	19	146	20
DPYS	13	13	15	9
DPYSL2	343	344	1064	285
DPYSL3	983	803	1324	382
DPYSL4	74	87	114	100
DPYSL5	78	111	347	144
DQX1	17	20	16	24
DRAM1	14	31	39	14
DRAM2	23	24	16	11
DRAP1	64	70	114	65
DRAXIN	79	103	171	51
DRC1	20	24	18	20
DRC3	18	20	28	13
DRC7	10	12	11	16
DRD1	13	23	22	12
DRD2	20	30	15	16
DRD3	16	30	19	12
DRD4	23	47	26	39
DRG1	69	78	56	77
DRG2	16	26	11	10
DRGX	24	29	32	25
DRICH1	14	23	24	16
DROSHA	25	51	36	33
DRP2	26	61	26	29
DSC1	23	38	22	25
DSC2	25	33	35	15
DSCAM	11	25	32	14
DSCAML1	60	140	33	51
DSCC1	39	35	31	32
DSE	17	28	20	22
DSEL	31	25	53	22
DSG1	21	31	21	18
DSG2	15	27	16	12
DSG3	14	23	30	11
DSG4	15	31	27	19
DSN1	36	26	22	33
DSP	18	21	23	17
DSPP	20	22	21	16
DST	132	108	99	55
DSTN	65	119	326	87
DSTYK	37	49	64	38
DTD1	45	91	111	81
DTD2	58	70	59	48
DTHD1	19	22	18	19
DTL	39	27	18	33
DTNA	40	47	32	19
DTNB	50	66	127	51
DTNBP1	8	14	21	15
DTWD1	26	33	32	15
DTWD2	24	37	22	24
DTX1,RASAL1	15	39	57	30
DTX2	24	50	33	27
DTX3	60	645	96	67
DTX3L	23	22	23	18
DTX4	44	43	126	41
DTYMK	46	46	32	29
DUOX1	19	30	20	21
DUOX2	9	29	17	9
DUOXA1	16	27	16	26
DUOXA2	25	33	15	14
DUPD1	10	25	14	13
DUS1L	34	46	33	40
DUS2	21	40	31	36
DUS3L	29	30	24	24
DUS4L	4	13	6	7
DUS4L-BCAP29,BCAP29	31	45	80	27
DUSP1	19	40	29	43
DUSP10	33	36	20	42
DUSP11	37	52	44	48
DUSP12	43	58	60	38
DUSP13	18	20	18	21
DUSP14	11	41	28	50
DUSP15	31	34	45	26
DUSP16	17	25	19	27
DUSP18	32	36	42	32
DUSP19	19	30	23	15
DUSP2	13	23	14	16
DUSP21	16	26	11	21
DUSP22	29	39	39	26
DUSP23	13	38	41	17
DUSP26	33	71	89	40
DUSP27	7	34	23	17
DUSP28	13	28	11	11
DUSP3	27	25	31	15
DUSP4	21	36	30	22
DUSP5	19	17	15	11
DUSP6	27	46	35	23
DUSP7	1	1	1	1
DUSP8	24	46	62	23
DUSP9	10	19	13	9
DUT	114	86	88	81
DUX1	85	147	77	131
DUX4	717	816	386	704
DUXA	14	26	10	15
DUXB	13	21	13	4
DVL1	64	82	103	48
DVL2	51	57	43	58
DVL3	62	74	41	60
DXO	16	42	32	30
DYDC1	12	24	19	14
DYDC2	14	36	28	21
DYM	62	87	97	69
DYNAP	8	23	18	11
DYNC1H1	227	229	435	207
DYNC1I1	10	32	187	10
DYNC1I2	242	272	278	195
DYNC1LI1	26	41	42	30
DYNC1LI2	109	128	138	133
DYNC2H1	22	32	42	16
DYNC2LI1	28	43	36	42
DYNLL1	204	200	314	151
DYNLL2	170	169	201	179
DYNLRB1	59	97	132	72
DYNLRB2	16	27	15	11
DYNLT1	51	77	89	72
DYNLT3	32	36	25	15
DYRK1B	50	80	43	42
DYRK2	56	63	137	56
DYRK3	27	33	24	19
DYRK4	14	15	11	19
DYSF	22	35	17	25
DYTN	16	24	28	17
DZANK1	23	24	22	14
DZIP1	32	36	33	23
DZIP1L	27	28	31	33
DZIP3	24	44	49	22
E2F1	66	39	25	69
E2F2	26	23	16	17
E2F3	1	1	1	1
E2F4	52	64	53	46
E2F5	77	72	51	59
E2F7	13	17	7	9
E2F8	20	23	13	21
E4F1	23	47	38	27
EAF1	27	30	24	21
EAF2	16	26	18	17
EAPP	52	42	45	36
EARS2	31	43	46	28
EBAG9	13	26	29	19
EBF1	24	36	31	17
EBF2	11	10	63	10
EBF3	14	22	20	15
EBF4	8	22	23	29
EBI3	29	51	28	41
EBLN1	17	39	16	18
EBLN2	27	44	30	18
EBNA1BP2	45	50	61	44
EBP	39	49	62	46
EBPL	45	62	50	41
ECD	58	78	60	65
ECE1	18	17	21	14
ECEL1	8	23	13	14
ECH1	41	49	28	44
ECHDC1	41	59	44	46
ECHDC2	55	46	18	47
ECHDC3	28	28	22	22
ECHS1	34	58	41	29
ECI1	50	76	34	56
ECI2	52	63	35	49
ECM1	18	25	15	18
ECM2	9	27	21	13
ECPAS	53	44	58	36
ECRG4	20	34	17	34
ECSCR	9	36	12	10
ECSIT	23	32	30	25
ECT2	21	29	9	25
ECT2L	13	25	21	16
EDA	14	33	34	14
EDA2R	15	22	20	20
EDAR	23	36	23	17
EDARADD	16	31	22	17
EDC3	60	78	78	40
EDC4	40	44	75	33
EDDM13	17	19	15	10
EDDM3B	12	23	19	12
EDEM1	23	39	30	34
EDEM3	32	48	60	34
